test_mae,seed,position,window_size,num_dense,tolerance,amt_num_features,stratify_by,train_mse,train_mae,val_mse,val_mae,test_mse,spear_corr
1.810867029028824,400,FWD,6,64,0.0001,large,stdev,6.550407409667969,1.6109692837039742,6.595060348510742,1.6434635465921357,7.889768123626709,0.5640443105909299
1.8690063652954418,401,FWD,6,64,0.0001,large,stdev,6.871902942657471,1.6653755397141203,5.557748794555664,1.5179908353842964,8.25671672821045,0.5847224742402611
1.7585453760124827,402,FWD,6,64,0.0001,large,stdev,6.754077434539795,1.6496239929291754,6.782332420349121,1.6116148285440521,7.035313606262207,0.5294109712322288
