train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,spear_corr,seed,position,window_size,num_dense,tolerance,amt_num_features,stratify_by
5.844245433807373,1.4742226870133195,5.695960521697998,1.4178587287261073,5.201853275299072,1.3923196344135709,0.5945910427342427,400,MID,6,64,0.0001,large,stdev
5.567178726196289,1.415357769926054,6.2515788078308105,1.5145267057429947,5.464150905609131,1.462185313827113,0.5812016380535762,401,MID,6,64,0.0001,large,stdev
5.032732009887695,1.3348727726683685,7.0909295082092285,1.6060778922156285,6.209824562072754,1.5158022888319593,0.5563657924219608,402,MID,6,64,0.0001,large,stdev
