train_mse,train_mae,val_mse,val_mae,test_mse,test_mae,spear_corr,position,window_size,num_dense,tolerance,amt_num_features,stratify_by
6.373965263366699,1.5914452532662078,6.581650733947754,1.6416959021202069,8.040172576904297,1.8771227755106268,0.5607506265539518,FWD,9,256,0.0001,pts_ict,stdev
6.686779499053955,1.6242863741120348,5.846996307373047,1.5558885760951677,7.495882511138916,1.793580997077106,0.580916495581725,FWD,9,256,0.0001,large,stdev
6.805903434753418,1.6842391647794779,6.142654895782471,1.6123513840963266,7.0068135261535645,1.8196174812614387,0.5550835272108258,FWD,9,512,0.0001,pts_ict,stdev
6.653229236602783,1.613360503352908,6.173864841461182,1.5700491898486975,6.446925163269043,1.6306835481921187,0.5477343626795095,FWD,9,512,0.0001,large,stdev
